"Year","State","Sex","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2010","West Virginia","Females","--","214,075","--","--","--"
"2010","Wisconsin","Males","18**","768,709","2.34**","2.29**","918"
"2010","Wisconsin","Females","--","733,484","--","--","--"
"2010","Wyoming","Males","--","78,020","--","--","--"
"2010","Wyoming","Females","--","73,492","--","--","--"
"Total","","","12,963","1,151,604,575","1.13","1.13","744,007"
"","","","","","","",""
"Injury Outcome: Fatal","","","","","","",""
"Injury Type: All Injury","","","","","","",""
"Data Years: 2010 to 2023","","","","","","",""
"Geography: United States","","","","","","",""
"Intent: Unintentional","","","","","","",""
"Mechanism: Drowning (excludes water transport)","","","","","","",""
"Age: 0 to 4 through 15 to 19","","","","","","",""
"Sex: All Sexes","","","","","","",""
"Race: All Races","","","","","","",""
"Ethnicity: All Ethnicities","","","","","","",""
"Metro / Non-Metro Indicator: None Selected","","","","","","",""
"YPLL Age: 65","","","","","","",""
"Year and Race Options: 2001 - 2023 with No Race","","","","","","",""
"Notation: indicates suppressed value (based on <20 unweighted count, <1,200 weighted count, or coefficient of variation of the estimate >30%);","","","","","","",""
"--* indicates secondary suppression.","","","","","","",""
"Rows showing totals and sub-totals will not be available when only one row in the results table is suppressed.","","","","","","",""
"Data sources:","","","","","","",""
"National Center for Health Statistics-CDC annual mortality data files for WISQARS Fatal data.","","","","","","",""
"National Electronic Injury Surveillance System-All Injury Program for WISQARS Nonfatal data , an estimated number of hospital visits for injury care that start in an emergency department based on a U.S. nationally representative probability sample of hospitals.","","","","","","",""
"Produced by: National Center for Injury Prevention and Control, CDC.","","","","","","",""
